"Категория";"Название";"Все товары от бренда";"Фото";"Преимущество";"ОС";"Частота и количество ядер процессора";"RAM";"Память";"Остальные характеристики";"Все характеристики";"Описание";"Код товара";"Цена";"Баллы за покупку";"Ссылка на товар"
"Планшеты";"Планшет Samsung SM-X700 Galaxy Tab S8 11 Wi-Fi 256Gb Pink Gold";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/aa/10/006372f4-7e2d-4527-bbab-ea240ed61668.jpg";" • IPS-дисплей с частотой 120 Гц • Разрешение дисплея 2560x1600 • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 256 Гб ";" 256 Гб • 13+6 Мп • microSD • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 500 г • 8000 мАч/до 9 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x700-galaxy-tab-s8-11-wi-fi-256gb-pink-gold/characteristics";" Планшет премиум класса Galaxy Tab S8 идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 11-дюймовым IPS-дисплеем с разрешением 2560x1600 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 15 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46681";"69 990 руб.";"699 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x700-galaxy-tab-s8-11-wi-fi-256gb-pink-gold"
"Планшеты";"Планшет Samsung SM-X700 Galaxy Tab S8 11 Wi-Fi 256Gb Silver";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/70/9a/aa8316b1-3b69-43d1-a073-9f969d57b898.jpg";" • IPS-дисплей с частотой 120 Гц • Разрешение дисплея 2560x1600 • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 256 Гб ";" 256 Гб • 13+6 Мп • microSD • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 500 г • 8000 мАч/до 9 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x700-galaxy-tab-s8-11-wi-fi-256gb-silver/characteristics";" Планшет премиум класса Galaxy Tab S8 идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 11-дюймовым IPS-дисплеем с разрешением 2560x1600 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 15 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46680";"69 990 руб.";"699 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x700-galaxy-tab-s8-11-wi-fi-256gb-silver"
"Планшеты";"Планшет Samsung SM-X900 Galaxy Tab S8 Ultra 14.6 Wi-Fi 128Gb Graphite";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/fa/3a/1844afef-1a0e-4811-b288-e629684627bb.jpg";" • SuperAMOLED с частотой 120 Гц • Восьмиядерный процессор • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 128 Гб ";" 128 Гб • 13+6 Мп • microSD • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 728 г • 11200 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x900-galaxy-tab-s8-ultra-14-6-wi-fi-128gb-graphite/characteristics";" Планшет премиум класса Galaxy Tab S8 Ultra идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 14.6-дюймовым Super AMOLED-дисплеем с разрешением 2960x1848 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 15 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46660";"106 990 руб.";"1069 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x900-galaxy-tab-s8-ultra-14-6-wi-fi-128gb-graphite"
"Планшеты";"Планшет Samsung SM-X900 Galaxy Tab S8 Ultra 14.6 Wi-Fi 256Gb Graphite";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/35/53/eac3c248-fe2c-4a3c-ac41-4af42addd6c5.jpg";" • SuperAMOLED с частотой 120 Гц • Восьмиядерный процессор • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"12 Гб";" 256 Гб ";" 256 Гб • 13+6 Мп • microSD • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 728 г • 11200 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x900-galaxy-tab-s8-ultra-14-6-wi-fi-256gb-graphite/characteristics";" Планшет премиум класса Galaxy Tab S8 Ultra идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 14.6-дюймовым Super AMOLED-дисплеем с разрешением 2960x1848 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 15 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46659";"116 990 руб.";"1169 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x900-galaxy-tab-s8-ultra-14-6-wi-fi-256gb-graphite"
"Планшеты";"Планшет Samsung SM-X900 Galaxy Tab S8 Ultra 14.6 Wi-Fi 512Gb Graphite";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/b6/a0/e9d86404-f472-4c14-818e-8468ddb8b635.jpg";" • SuperAMOLED с частотой 120 Гц • Восьмиядерный процессор • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"16 Гб";" 512 Гб ";" 512 Гб • 13+6 Мп • microSD • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 728 г • 11200 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x900-galaxy-tab-s8-ultra-14-6-wi-fi-512gb-graphite/characteristics";" Планшет премиум класса Galaxy Tab S8 Ultra идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 14.6-дюймовым Super AMOLED-дисплеем с разрешением 2960x1848 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 15 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46656";"134 990 руб.";"1349 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x900-galaxy-tab-s8-ultra-14-6-wi-fi-512gb-graphite"
"Планшеты";"Планшет Samsung SM-X906 Galaxy Tab S8 Ultra 14.6 LTE 128Gb Graphite";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/c5/2c/91a977d1-ce2f-4581-9083-603c5d6e275b.jpg";" • SuperAMOLED с частотой 120 Гц • Поддержка сетей 5G • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 128 Гб ";" 128 Гб • 13+6 Мп • microSD • 4G LTE • 3G • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 728 г • 11200 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x906-galaxy-tab-s8-ultra-14-6-lte-128gb-graphite/characteristics";" Планшет премиум класса Galaxy Tab S8 Ultra идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 14.6-дюймовым Super AMOLED-дисплеем с разрешением 2960x1848 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Поддержка сетей 5G позволит вам насладиться высокоскоростным интернетом. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 15 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46658";"121 990 руб.";"1219 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x906-galaxy-tab-s8-ultra-14-6-lte-128gb-graphite"
"Планшеты";"Планшет Samsung SM-X906 Galaxy Tab S8 Ultra 14.6 LTE 256Gb Graphite";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/17/b8/e6560590-c88d-4b0e-9e03-eb26b3c3236a.jpg";" • SuperAMOLED с частотой 120 Гц • Поддержка сетей 5G • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"12 Гб";" 256 Гб ";" 256 Гб • 13+6 Мп • microSD • 4G LTE • 3G • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 728 г • 11200 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x906-galaxy-tab-s8-ultra-14-6-lte-256gb-graphite/characteristics";" Планшет премиум класса Galaxy Tab S8 Ultra идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 14.6-дюймовым Super AMOLED-дисплеем с разрешением 2960x1848 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Поддержка сетей 5G позволит вам насладиться высокоскоростным интернетом. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 15 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46657";"129 990 руб.";"1299 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x906-galaxy-tab-s8-ultra-14-6-lte-256gb-graphite"
"Планшеты";"Планшет Samsung SM-X906 Galaxy Tab S8 Ultra 14.6 LTE 512Gb Graphite";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/b8/a0/da36100f-5f70-4c99-a3f0-464531e5c410.jpg";" • SuperAMOLED с частотой 120 Гц • Поддержка сетей 5G • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"16 Гб";" 512 Гб ";" 512 Гб • 13+6 Мп • microSD • 4G LTE • 3G • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 728 г • 11200 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x906-galaxy-tab-s8-ultra-14-6-lte-512gb-graphite/characteristics";" Планшет премиум класса Galaxy Tab S8 Ultra идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 14.6-дюймовым Super AMOLED-дисплеем с разрешением 2960x1848 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Поддержка сетей 5G позволит вам насладиться высокоскоростным интернетом. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 15 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46655";"149 990 руб.";"1499 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x906-galaxy-tab-s8-ultra-14-6-lte-512gb-graphite"
"Планшеты";"Планшет Samsung SM-X800 Galaxy Tab S8+ 12.7 Wi-Fi 128Gb Pink Gold";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/65/2c/6dd672f6-5e60-4b65-a943-25362c5a42ce.jpg";" • SuperAMOLED с частотой 120 Гц • Разрешение дисплея 2800x1752 • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 128 Гб ";" 128 Гб • 13+6 Мп • microSD • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 567 г • 10090 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-128gb-pink-gold/characteristics";" Планшет премиум класса Galaxy Tab S8+ идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 12.7-дюймовым Super AMOLED-дисплеем с разрешением 2800x1752 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 14 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46672";"81 990 руб.";"819 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-128gb-pink-gold"
"Планшеты";"Планшет Samsung SM-X800 Galaxy Tab S8+ 12.7 Wi-Fi 128Gb Silver";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/87/09/60878d40-1812-46c4-8942-d90dd3cd9d3b.jpg";" • SuperAMOLED с частотой 120 Гц • Разрешение дисплея 2800x1752 • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 128 Гб ";" 128 Гб • 13+6 Мп • microSD • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 567 г • 10090 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-128gb-silver/characteristics";" Планшет премиум класса Galaxy Tab S8+ идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 12.7-дюймовым Super AMOLED-дисплеем с разрешением 2800x1752 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 14 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46671";"81 990 руб.";"819 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-128gb-silver"
"Планшеты";"Планшет Samsung SM-X800 Galaxy Tab S8+ 12.7 Wi-Fi 128Gb Graphite";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/b4/ed/e9c0955b-4f55-45bd-acc4-4ada5a34dc9a.jpg";" • SuperAMOLED с частотой 120 Гц • Разрешение дисплея 2800x1752 • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 128 Гб ";" 128 Гб • 13+6 Мп • microSD • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 567 г • 10090 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-128gb-graphite/characteristics";" Планшет премиум класса Galaxy Tab S8+ идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 12.7-дюймовым Super AMOLED-дисплеем с разрешением 2800x1752 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 14 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46670";"81 990 руб.";"819 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-128gb-graphite"
"Планшеты";"Планшет Samsung SM-X800 Galaxy Tab S8+ 12.7 Wi-Fi 256Gb Silver";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/69/ef/4e9ddd72-9e99-4588-95f2-0fd5a959b74a.jpg";" • SuperAMOLED с частотой 120 Гц • Разрешение дисплея 2800x1752 • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 256 Гб ";" 256 Гб • 13+6 Мп • microSD • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 567 г • 10090 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-256gb-silver/characteristics";" Планшет премиум класса Galaxy Tab S8+ идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 12.7-дюймовым Super AMOLED-дисплеем с разрешением 2800x1752 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 14 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46668";"86 990 руб.";"869 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-256gb-silver"
"Планшеты";"Планшет Samsung SM-X800 Galaxy Tab S8+ 12.7 Wi-Fi 256Gb Pink Gold";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/12/9f/2ee93950-30e0-4e44-925d-ab2880aeb125.jpg";" • SuperAMOLED с частотой 120 Гц • Разрешение дисплея 2800x1752 • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 256 Гб ";" 256 Гб • 13+6 Мп • microSD • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 567 г • 10090 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-256gb-pink-gold/characteristics";" Планшет премиум класса Galaxy Tab S8+ идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 12.7-дюймовым Super AMOLED-дисплеем с разрешением 2800x1752 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 14 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46669";"86 990 руб.";"869 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-256gb-pink-gold"
"Планшеты";"Планшет Samsung SM-X800 Galaxy Tab S8+ 12.7 Wi-Fi 256Gb Graphite";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/39/8b/94cfe0ad-692b-44cf-b62e-ca4aafd0a23a.jpg";" • SuperAMOLED с частотой 120 Гц • Разрешение дисплея 2800x1752 • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 256 Гб ";" 256 Гб • 13+6 Мп • microSD • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 567 г • 10090 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-256gb-graphite/characteristics";" Планшет премиум класса Galaxy Tab S8+ идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 12.7-дюймовым Super AMOLED-дисплеем с разрешением 2800x1752 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 14 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46667";"86 990 руб.";"869 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x800-galaxy-tab-s8-12-7-wi-fi-256gb-graphite"
"Планшеты";"Планшет Samsung SM-X806 Galaxy Tab S8+ 12.7 LTE 256Gb Silver";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/e2/1c/e4694cf4-4d1f-4199-bedb-a3b1f0b3c1b8.jpg";" • SuperAMOLED с частотой 120 Гц • Поддержка сетей 5G • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 256 Гб ";" 256 Гб • 13+6 Мп • microSD • 4G LTE • 3G • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 567 г • 10090 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x806-galaxy-tab-s8-12-7-lte-256gb-silver/characteristics";" Планшет премиум класса Galaxy Tab S8+ идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 12.7-дюймовым Super AMOLED-дисплеем с разрешением 2800x1752 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Поддержка сетей 5G позволит вам насладиться высокоскоростным интернетом. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 14 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46662";"101 990 руб.";"1019 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x806-galaxy-tab-s8-12-7-lte-256gb-silver"
"Планшеты";"Планшет Samsung SM-X806 Galaxy Tab S8+ 12.7 LTE 128Gb Silver";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/fc/48/21e8b2c2-cb65-449f-a820-07f87078357d.jpg";" • SuperAMOLED с частотой 120 Гц • Поддержка сетей 5G • Стилус S Pen в комплекте";" Android 12 ";" 3 ГГц , (8 ядер) ";"8 Гб";" 128 Гб ";" 128 Гб • 13+6 Мп • microSD • 4G LTE • 3G • Wi-Fi • Bluetooth 5.2 • GPS+ГЛОНАСС • 567 г • 10090 мАч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-x806-galaxy-tab-s8-12-7-lte-128gb-silver/characteristics";" Планшет премиум класса Galaxy Tab S8+ идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 12.7-дюймовым Super AMOLED-дисплеем с разрешением 2800x1752 и частотой обновления кадров 120 Гц. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Поддержка сетей 5G позволит вам насладиться высокоскоростным интернетом. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Оптический сканер отпечатков пальцев, расположенный под стеклом дисплея надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 14 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46665";"96 990 руб.";"969 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-x806-galaxy-tab-s8-12-7-lte-128gb-silver"
"Планшеты";"Планшет Samsung SM-T970 Galaxy Tab S7+ 12.4 Wi-Fi 128Gb Black";"https://xn----8sb1bezcm.xn--p1ai///brand/samsung";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/f9/03/d209f2f8-a57e-48bf-9c30-9b00404a411f.jpg";" • Экран 12.4"" с частотой 120 Гц • Разрешение дисплея 2800x1752 • Стилус S Pen в комплекте";" Android 10.0 ";" 3.09 ГГц , (8 ядер) ";"6 Гб";" 128 Гб ";" 128 Гб • 13+5 Мп • microSD • Wi-Fi • Bluetooth 5.0 • GPS+ГЛОНАСС • 575 г • 10090 мАч/до 9 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/samsung-sm-t970-galaxy-tab-s7-12-4-wi-fi-128gb-black/characteristics";" Galaxy Tab S7+ определяет новый уровень планшетов премиум класса. Идеально подойдёт для работы и просмотра фильмов и игр, ведь он обладает большим 12.4-дюймовым дисплеем Super AMOLED с разрешением 2800x1752 и частотой обновления кадров 120 Гц. Благодаря частоте обновления 120 Гц даже самые динамичные сцены отображаются исключительно плавно. Отличительное преимущество – электронное перо S Pen сделает написание заметок более интуитивным. Электронное перо удобно крепится на задней панели планшета в специальном магнитном держателе, так что вы всегда сможете записать свои мысли и идеи. Мощный 8-ядерный процессор легко справится с любой игрой или приложением. Сканер отпечатков пальцев надёжно защитит ваши личные данные. Ёмкий аккумулятор обеспечит до 14 ч. работы в режиме просмотра видео. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"46644";"69 990 руб.";"699 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/samsung-sm-t970-galaxy-tab-s7-12-4-wi-fi-128gb-black"
